Station Code,Station Name,STATE,Temperature Min,Temperature Max,pH Min,pH Max,Conductivity (µmhos/cm) Min,Conductivity (µmhos/cm) Max,Year
3506,"WELL AT LAJPAT
NAGAR, DELHI",DELHI,,,7,7.2,162,162,2015
3507,"WELL AT LAKSHMI
NAGAR, DELHI",DELHI,,,7,7.4,750,750,2015
3508,"WELL AT LAMPUR,
DELHI",DELHI,,,7,7.2,900,900,2015
3514,"WELL AT MATIALA,
DELHI",DELHI,,,7,7.1,1640,1640,2015
3515,"WELL AT MAYA
PURI, DELHI",DELHI,,,7,7.4,2630,2630,2015
3516,"WELL AT MAYUR
VIHAR, DELHI",DELHI,,,7,7.6,917,1112,2015
3518,"WELL AT NARAINA
IL AREA, DELHI",DELHI,,,8,8,2770,2770,2015
3520,"WELL AT OKHLA,
DELHI",DELHI,,,7,7.9,984,1665,2015
3525,"WELL AT PATEL
NAGAR, DELHI",DELHI,,,7,7.4,560,560,2015
3527,"WELL AT
PATPARGANJ IL
AREA, DELHI",DELHI,,,7,7.9,503,2740,2015
3529,"WELL AT PILANJI,
DELHI",DELHI,,,8,7.9,1755,1755,2015
3532,"WELL AT RAJEER
NAGAR, DELHI",DELHI,,,7,7.4,728,728,2015
3533,"WELL AT RAJPURA
ROAD, DELHI",DELHI,,,8,7.5,1330,1330,2015
3536,"WELL AT SAKET,
DELHI",DELHI,,,8,7.7,1240,1240,2015
3539,"WELL AT SINGOLA,
DELHI",DELHI,,,9,8.6,1930,1930,2015
3543,"WELL AT
TRILOKPURI, DELHI",DELHI,,,7,8.2,998,2760,2015
3545,"WELL AT VASANT
KUNJ, DELHI",DELHI,,,8,8,915,915,2015
3546,"WELL AT VASANT
VIHAR, DELHI",DELHI,,,8,7.5,2370,2370,2015
3547,"WELL AT
VASUHARA
ENCLAVE, DELHI",DELHI,,,8,7.8,720,720,2015
3549,"WELL AT VISHWAS
NAGAR, DELHI",DELHI,,,7,7.6,903,1550,2015
3550,"WELL AT VIVEK
VIHAR, DELHI",DELHI,,,7,7.3,3020,3020,2015
3551,"WELL AT YAMUNA
VIHAR, DELHI",DELHI,,,8,7.6,1060,1060,2015
2277,"WELL AT VERNA
II.ESTATE.(M/S CIPLA
LIMITED)",GOA,27,32,6,7.1,265,295,2015
2278,"WELL AT SANCOALE
IL.ESTATE",GOA,26,31,7,8,104,115,2015
2280,"WELL AT KUDAI IL.
ESTATE(M/S CADILA
HEALTHCARE
LIMITED)",GOA,29,32,6,7.3,149,203,2015
2281,"WELL AT CORLIM IL.
ESTATE",GOA,25,32,6,6.9,52,71,2015
2282,"WELL AT PILERNE
INDUSTRIAL
ESTATE(M/S
UNICHEM )",GOA,28,32,7,7.3,258,280,2015
3193,"BORE WELL AT
CUNCOLIM
INDUSTRIAL ESTATE",GOA,29,30,6,6.8,224,296,2015
3194,"BORE WELL AT
BETHORA
INDUSTRIAL ESTATE",GOA,25,29,6,5.8,94,105,2015
3195,"BORE WELL AT
MADKAIM
INDUSTRIAL ESTATE",GOA,26,29,6,6.6,71,73,2015
1226,"WELL AT NAROL,
AHMEDABAD, GUJARAT",GUJARAT,33,33,8,8.8,279,1890,2015
1948,BHAVNAGAR,GUJARAT,29,30,7,7.5,1306,2300,2015
1949,AMRELI,GUJARAT,30,30,8,8,1903,2760,2015
1951,RAJKOT,GUJARAT,25,30,8,8.2,506,1230,2015
1953,JAMNAGAR,GUJARAT,29,30,7,7.3,927,1113,2015
1955,PALANPUR,GUJARAT,,,8,8.3,1465,1730,2015
1956,MEHASANA,GUJARAT,28,29,8,8.6,,,2015
1957,SIDDHPUR (DIST.PATAN),GUJARAT,27,30,8,8.6,1280,1405,2015
1958,HIMATNAGAR,GUJARAT,27,30,8,8.3,,,2015
1959,NADIAD,GUJARAT,24,28,8,7.8,1852,2463,2015
1960,DAHOD,GUJARAT,31,31,7,7.4,672,672,2015
1961,GODHARA,GUJARAT,30,30,8,7.7,840,840,2015
1963,"ANKLESHWAR
(INDUSTRIAL AREA)",GUJARAT,29,29,7,7.4,3540,3540,2015
1964,"PAESARA (INDUSTRIAL)
SURAT",GUJARAT,28,28,8,7.6,1774,1774,2015
1965,"MORA-HAJIRA
(INDUSTRIAL), HAJIRA",GUJARAT,28,28,8,8,1612,1612,2015
1966,"GABHENI VILLAGE, SURAT
(INDUSTRIAL)",GUJARAT,28,30,7,8,1460,3268,2015
1967,"ATUL, VILLAGE G.W,
(VALSAD)",GUJARAT,28,30,8,8.1,910.2,1050,2015
1968,"VAPI INDUSTRIAL AREA IN
D/S, VAPI",GUJARAT,28,31,8,7.8,742,812.8,2015
1969,"SARIGAM VILLAGE (D/S
OF INDUSTRIAL AREA),
VAPI",GUJARAT,27,29,8,7.6,900,1072,2015
2084,"BORE WELL OF PALSANA
VILLAGE.",GUJARAT,28,28,8,8.1,,,2015
2086,"BORE WELL AT MSW
DISPOSAL SITE OF SURAT
MUNICIPAL
CORPORATION AT VILL.
KHAJOD, DIST. SURAT.",GUJARAT,28,28,7,7.3,58936,58936,2015
2087,"B/W- HAZARDOUS W.
DISPOSAL SITE (GUJ.
ENVIRO P.& I. LTD. )",GUJARAT,28,28,8,8.2,3016,3016,2015
2088,"BORE WELL OF SACHIN
GIDC.",GUJARAT,28,29,7,7.8,2352,18546,2015
2089,"B/W NEAR IL. AREA
BORASARA & NAVAPURA,
DIST. SURAT.",GUJARAT,27,27,8,7.9,2450,2450,2015
2090,WELL AT OLPAD.,GUJARAT,28,28,7,7.9,2810,12086,2015
2091,"FROM BORE WELL OF
NAVSARI GIDC
INDUSTRIES
ASSOCIATION OFFICE.",GUJARAT,26,29,8,7.8,1966,2196,2015
2092,"FROM WATER WORKS OF
NAVSARI NEAR DHUDIA
TALAV.",GUJARAT,28,29,7,7.7,820,1480,2015
2093,"BORE WELL OF BARDOLI
AT REST HOUSE.",GUJARAT,26,28,8,8.2,1470,2190,2015
2095,"BORE WELL AT STP
MADHAPAR, DIST.
RAJKOT.",GUJARAT,,,7,7.4,,,2015
2096,"BORE WELL, SNR.
VINAYAK JAL
SUDDHIKARAN SAHAKARI
MAALI LTD. (CETP ), VILL.
BAVLA, DIST.
AHMEDABAD.",GUJARAT,,,7,7.9,4128,4320,2015
2097,"BORE WELL OF
SOMESHWAR RICE MILL,
NR. BAVLA ECO PROJECT,
(CETP ), VILL. BAVLA,
DIST. AHMEDABAD.",GUJARAT,28,28,8,8.5,2048,4762,2015
2098,"BORE WELL OF PIRANA
TERMINAL PUMPING
STATION, PIRANA, NR. V.
N. BRIDGE, AHMEDABAD.",GUJARAT,25,27,8,7.8,,,2015
1970,"BOREWELL D/S TSDF
SITE, GIDC INDUSTRIAL
AREA, VAPI",GUJARAT,24,33,8,8,,,2015
3207,"BOREWELL OF GIDC,
JHAGADIA",GUJARAT,28,28,8,8,100,100,2015
3208,"JILLA PANCHAYAT
SCHOOL, NEAR GRAM
PANCHAYAT KATA FALIA,
VILLAGE NAMDHA,
VALSAD",GUJARAT,26,26,8,7.8,,,2015
3210,"BOREWELL AT PIRAMAL
GLASS, VILLAGE TARSADI
AT KOSAMBA INDUSTRIAL
AREA, SURAT",GUJARAT,26,30,7,7.8,,,2015
3211,"BOREWELL AT PRIMARY
HEALTH CENTER,
KADODARA, SURAT",GUJARAT,24,30,8,7.9,,,2015
3212,"BOREWELL NEAR
CENTER OF EXCELLENCE
BUILDING, GIDC, VATVA,
AHMEDABAD",GUJARAT,33,34,8,8.9,1765,1790,2015
3213,"BOREWELL, CETP-NARODA, GIDC, NARODA-AHMEDABAD",GUJARAT,33,33,8,8.9,1178,1210,2015
3214,"BOREWELL NEAR GIDC
ODHAV INDUSTRIAL
ASSOCIATION BUILDING,
GIDC, ODHAV,
AHMEDABAD",GUJARAT,33,33,8,8.9,1370,1511,2015
3216,"BOREWELL NEAR TSDF
SITE OF GREEN
ENVIRONMNET SERVICES
CO. OP.LTD, VATVA,
AHMEDABAD",GUJARAT,33,33,8,9,1964,1990,2015
3217,"BOREWELL NEAR TSDF
SITE OF NARODA ENVIRO
PROJECT.LTD, ODHAVE,
AHMEDABAD",GUJARAT,33,34,8,9,1560,1657,2015
3218,"WELL OF MODASA,
NAGAR PALIKA,
VARIGRUH, MODASA",GUJARAT,28,28,8,7.7,,,2015
3219,"WELL OF IDAR, NAGAR
PALIKA, SAKARIA, IDAR",GUJARAT,25,25,8,7.6,1365,1365,2015
3220,"BOREWELL OF GIDC-NADIAD AT GIDC OFFICE,
GIDC NADIAD, KHEDA",GUJARAT,24,29,8,8.1,,,2015
3221,"BOREWELL OF TOWN
RAJPIPLA, DIST.NARMADA",GUJARAT,29,29,7,7.4,546,546,2015
3222,"BOREWELL OF GIDC,
PANOLI",GUJARAT,30,30,8,7.6,4540,4540,2015
3223,"BOREWELL KADI
INDUSTRIAL AREA",GUJARAT,28,32,8,8.2,,,2015
3224,DEESA BOREWELL,GUJARAT,27,27,8,8.8,1246,3255,2015
3226,PATAN BOREWELL,GUJARAT,27,30,8,8.5,,,2015
3227,"VIJAPUR (RANASAN)
BOREWELL",GUJARAT,29,32,8,8.1,,,2015
3236,"BOREWELL OF M/S ALFA
ECA (I) LTD., UNIT-1,
SR.NO. 249, UMA I.
ESTATE, VASNA , IYAVA,
SANA, AHMEDABAD",GUJARAT,28,28,9,8.5,1630,1710,2015
3237,"BOREWELL OF L & T LTD.,
PLOT NO. 144/146,
SARKHEJ-BAVLA ROAD,
SANA, AHMEDABAD",GUJARAT,28,28,8,8.1,3212,4280,2015
3238,"BOREWELL OF GIDC
KANSARI",GUJARAT,,,8,7.9,4076,6120,2015
3239,"BOREWELL OF GIDC,
SOJITRA",GUJARAT,,,8,7.7,2120,2120,2015
3242,"BOREWELL NEAR TSDF
OF GUJARAT MARITIME
BOARD, ALANG,
BHAVNAGAR",GUJARAT,30,30,8,8,2310,2930,2015
3243,"BOREWELL OF GIDC,
VARTEJ, BHAVNAGAR",GUJARAT,28,29,7,8.1,3080,3200,2015
3244,"BOREWELL NEAR TSDF
OF BHARUCH ENVIRO
INFRASTRUCTURE
LIMITED, ANKLESHWAR,
BHARUCH",GUJARAT,29,29,7,7.2,4200,4200,2015
3246,"BOREWELL OF GIDC
OFFICE, SHANKAR TEKRI,
UDHYOGNAGAR,
JAMNANGAR",GUJARAT,29,30,7,7.4,,,2015
3247,"BOREWELL OF SHRI
MAHAVIR METAL CRAFT
PVT. LTD., PLOT NO. 3059,
ROAD NO.6, NR. MAHAVIR
CIRCLE, PHASE-III, GIDC,
DARED, JAMNAGAR",GUJARAT,29,30,8,7.8,,,2015
,,,,,,,,,2015
,,,,,,,,,2015
2759,"DUGWELL AT
GAGHWAL(KATHUA DISTT),
J&K",JAMMU & KASHMIR,20,20,7,6.8,455,455,2015
2760,"MALADHAR
TALAB(PO)HATLI
(KATHUA), J&K",JAMMU & KASHMIR,20,20,7,6.7,310,310,2015
2761,"TUBE WELL KATHUA
SICOP INDUSTRIAL AREA
KATHUA, J&K",JAMMU & KASHMIR,22,22,6,6.1,90,90,2015
2762,"R.S. PURA TEHSIL, JAMMU,
J&K",JAMMU & KASHMIR,24,24,8,8.2,1600,1600,2015
1555,"AT KALA AMB, H.P",HIMACHAL PRADESH,25,27,8,8,547,547,2015
1556,"AT PAONTA SAHIB,
H.P",HIMACHAL PRADESH,20,24,7,7.9,648,672,2015
1557,"AT PARWANOO, H.P",HIMACHAL PRADESH,,,7,7.1,496,496,2015
1558,"AT BADDI, H.P",HIMACHAL PRADESH,17,17,8,7.9,329,329,2015
1559,"AT BAROTIWALA, H.P",HIMACHAL PRADESH,18,18,8,7.9,377,449,2015
1560,"AT NALAGARH, H.P",HIMACHAL PRADESH,18,18,7,8.4,671,997,2015
1561,"AT DAMTAL, H.P",HIMACHAL PRADESH,14,19,7,7.4,583,674,2015
1562,"AT UNA, H.P",HIMACHAL PRADESH,16,16,7,8.5,616,1116,2015
1872,"SHIMLA D/S OF MSW
DUMPING SITE",HIMACHAL PRADESH,8,20,7,8.1,416,674,2015
1873,"DHARAMSHALA
KANGRA D/S OF
MSW DUMPING SITE",HIMACHAL PRADESH,17,17,7,7,347,424,2015
1874,"SOLAN-D/S OF MSW
DUMPING SITE -",HIMACHAL PRADESH,12,18,7,8,192,780,2015
1875,"MAI-D/S OF MSW
DUMPING SITE",HIMACHAL PRADESH,26,26,6,6.4,3310,3310,2015
1876,"PARWANOO
INDUSTRIAL AREA",HIMACHAL PRADESH,,,9,8.9,1069,1069,2015
1877,"BADDI INDUSTRIAL
AREA",HIMACHAL PRADESH,19,19,8,7.9,284,504,2015
1878,"BAROTIWALA
INDUSTRIAL AREA",HIMACHAL PRADESH,18,18,7,7.9,470,537,2015
1879,"NALAGARH
INDUSTRIAL AREA",HIMACHAL PRADESH,19,19,7,7.8,718,1139,2015
1880,"KALA AMB
INDUSTRIAL AREA",HIMACHAL PRADESH,25,27,7,7.9,516,712,2015
1881,"PAONTA SAHIB
INDUSTRIAL AREA",HIMACHAL PRADESH,21,24,8,8.1,440,608,2015
1882,"MEHATPUR
INDUSTRIAL AREA",HIMACHAL PRADESH,16,17,7,7.5,885,1011,2015
1883,"UNA INDUSTRIAL
AREA",HIMACHAL PRADESH,16,18,7,7.5,763,905,2015
2628,"HAND PUMP AT
SHAMSHI",HIMACHAL PRADESH,16,19,7,8.1,530,937,2015
2629,"HAND PUMP AT MAI
TOWN",HIMACHAL PRADESH,20,20,7,7.9,745,808,2015
2630,"HA PUMP AT
HAMIRPUR TOWN",HIMACHAL PRADESH,16,17,8,8.3,793,937,2015
2631,"HAND PUMP AT
NADAUN TOWN",HIMACHAL PRADESH,16,17,7,7.6,816,1007,2015
2632,"HAND PUMP AT
BILASPUR TOWN",HIMACHAL PRADESH,19,20,8,7.7,859,968,2015
2633,"HAND PUMP AT
RECONGPEO",HIMACHAL PRADESH,,,8,8.5,243,438,2015
2634,HA PUMP AT SHIMLA,HIMACHAL PRADESH,8,13,8,8.2,220.2,258,2015
2635,"HAND PUMP AT
RAMPUR",HIMACHAL PRADESH,,,8,8,362,503,2015
2636,"HAND PUMP AT
KANGRA TEMPLE/
TOWN",HIMACHAL PRADESH,18,18,7,7.5,417,721,2015
2637,"HAND PUMP AT
JWALAJI TEMPLE",HIMACHAL PRADESH,19,19,7,7.1,1472,1486,2015
2638,"HAND PUMP AT
CHINTPURNI
TEMPLE/ TOWN",HIMACHAL PRADESH,,,7,6.6,671,671,2015
2639,"HAND PUMP AT
CHAMUA DEVI
TEMPLE/ TOWN",HIMACHAL PRADESH,19,19,7,6.7,110.9,181,2015
2640,"HAND PUMP AT
SANSARPUR
TERRACE IA",HIMACHAL PRADESH,20,20,7,7.5,412,973,2015
2641,"HAND PUMP AT
CHAMBA TOWN",HIMACHAL PRADESH,15,15,7,8.7,713,872,2015
2642,"HAND PUMP AT
DALHOUSIE TOWN",HIMACHAL PRADESH,16,22,8,8,119.8,180.6,2015
2643,"HAND PUMP AT
SOLAN",HIMACHAL PRADESH,,,8,8,650,650,2015
2645,"HAND PUMP AT
NAHAN",HIMACHAL PRADESH,22,23,7,7.7,648,683,2015
2646,"HAND PUMP AT KALA
AMB",HIMACHAL PRADESH,22,24,7,7.9,862,1639,2015
2647,"HAND PUMP AT
TAHLIWAL IA",HIMACHAL PRADESH,16,18,7,7.5,747,878,2015
3564,"BOREWELL WATER
NEAR MANGALIJYOTHI
SCHOOL MSW SITE
VAMMANJOOR",KARNATAKA,27,29,7,7.7,120,240,2015
3565,"BOREWELL WATER
NEAR MANGALIJYOTHI
SCHOOL MSW SITE
VAMMANJOOR",KARNATAKA,26,32,7,7.6,56,128,2015
19,"WELL AT ELOOR, KERALA",KERALA,27,28,6,6,149,151,2015
22,"WELL AT CHUNGAPALLY, KERALA",KERALA,30,30,7,6.8,86,131,2015
35,"WELL AT PUNALUR, KERALA",KERALA,24,24,5,5.3,239,239,2015
1581,"PAPPANAMKODE,
THIRUVANANTHAPURAM, KERALA",KERALA,27,28,6,6.5,335,348,2015
1582,"NEDUMANGAD,
THIRUVANANTHAPURAM, KERALA",KERALA,26,28,7,7.4,162,200,2015
1583,"KUARA, KOLLAM DISTT. , KERALA",KERALA,23,23,5,5.2,115,115,2015
1584,"CHERTHALA, ALLEPPY, KERALA",KERALA,29,29,7,7.2,95,142,2015
1585,"VYTTILA, ERNAKULAM DISTT. ,
KERALA",KERALA,27,28,7,7.9,338,610,2015
1586,"EDAYAR ERNAKULAM DISTT.,
KERALA",KERALA,27,28,6,5.7,114,120,2015
1587,"KALAMASSERY ERNAKULAM
DISTT. , KERALA",KERALA,27,28,6,7,228,266,2015
1588,"PUNKUNNAM TRISSUR DISTT. ,
KERALA",KERALA,28,29,7,8.3,324,411,2015
1589,"MALAPURAM , KERALA",KERALA,29,30,6,7.1,280,294,2015
1590,"MAVOOR, KOZHIKKODE DISTT. ,
KERALA",KERALA,30,30,7,7,86,92,2015
1591,"KANNUR (MUNICIPALITY)
KANNUR DISTTM , KERALA",KERALA,28,30,5,4.8,88,110,2015
1592,"PAYYANNUR, KANNUR DISTT. ,
KERALA",KERALA,28,29,6,6.9,211,225,2015
2308,"FATHIMAPURAM
(CHANGANASSERY)",KERALA,27,27,6,7.1,186,283,2015
2309,KAROOR (PALA),KERALA,26,27,6,6.3,84,86,2015
2310,VAIKOM,KERALA,27,28,6,6.9,161,188,2015
2311,VADAVATHOOR (KOTTAYAM),KERALA,27,27,6,6.9,117,184,2015
2313,"SARVODAPURAM, ALAPPUZHA",KERALA,28,29,8,7.8,212,280,2015
2314,KUREEPUZHA (KOLLAM),KERALA,24,24,6,6,162,162,2015
2315,K.M.M.L. (KOLLAM),KERALA,24,24,8,7.9,525,525,2015
2316,"CHELLORA TRENCHING GROUND
(KANNUR)",KERALA,27,29,5,5.1,39,58,2015
2317,"PUNNALPETTIPPALAM
(TELLICHERRY MUNICIPALITY",KERALA,28,29,6,6.1,196,410,2015
2320,MANJERI,KERALA,30,30,6,7.2,180,220,2015
2321,LALOOR (THRISSUR),KERALA,29,29,6,6.2,318,348,2015
2322,OLLUR (THRISSUR),KERALA,29,29,5,7.5,232,280,2015
2323,"BRAHMAPURAM M.S.W.
DUMPARK (ERNAKULAM)",KERALA,25,28,6,6.6,196,400,2015
2324,"HAZARDOUS WASTE DUMP
(AMBALAMUGHAL)",KERALA,28,28,5,7,51,1209,2015
2327,KARUKAMANI,KERALA,28,29,7,8.1,800,809,2015
3463,"WELL AT VELLIPARAMBA,
KOZHEKODE",KERALA,29,29,6,6.9,83.6,103,2015
3472,"WELL OF TEMPLE
PARASSINIKADAVU, KANNUR",KERALA,28,28,6,7.1,632,1780,2015
3474,"WELL AT PAYANOOR, KANNUR",KERALA,28,29,7,7.4,190,218,2015
3475,"WELL AT KARIMBAM, KANNUR",KERALA,28,28,5,5.2,62,132,2015
1593,"WELL NEAR J.B SCHOOL,
LAKSHDWEEP",LAKSHADWEEP,29,31,7,7.5,635,1081,2015
1594,"WELL NEAR OTTAVATHIL
PALLI, LAKSHDWEEP",LAKSHADWEEP,29,32,7,7.2,1010,1890,2015
1595,"WELL NEAR CHEKKILLAM
HOUSE, LAKSHDWEEP",LAKSHADWEEP,29,31,7,7.2,595,862,2015
1596,"WELL C/O KADAT PALLI,
LAKSHDWEEP",LAKSHADWEEP,29,31,7,7.2,524,920,2015
1597,"WELL NEAR BADER PALLI,
LAKSHDWEEP",LAKSHADWEEP,29,31,7,7.4,573,708,2015
1598,"WELL C/O PUTHIYA PALLI.,
LAKSHDWEEP",LAKSHADWEEP,29,31,7,7.4,52,743,2015
1599,"WELL C/O PURATHA PALLI,
LAKSHDWEEP",LAKSHADWEEP,29,31,7,7.7,587,927,2015
1600,"WELL C/O AAM
PALLILAKSHDWEEP",LAKSHADWEEP,30,32,7,7.4,772,1222,2015
1601,"WELL C/O CIRCUIT
HOUSELAKSHDWEEP",LAKSHADWEEP,29,32,7,7.3,752,2120,2015
1602,"WELL C/O GOVT. PRESS,
LAKSHDWEEP",LAKSHADWEEP,29,32,7,7.4,1257,1926,2015
1603,"WELL C/O OLD POLICE
BARRACKS, LAKSHDWEEP",LAKSHADWEEP,29,32,7,7.3,1254,3980,2015
1605,"WELL NEAR HALIPAD,
LAKSHDWEEP",LAKSHADWEEP,29,31,7,7.5,1067,1325,2015
1606,"PUBLIC WELL OPPOSITE
S.B.SCHOOL, LAKSHDWEEP",LAKSHADWEEP,30,31,7,7.4,628,985,2015
1985,MIRA-BHAYANDER,MAHARASHTRA,22,28,8,8.2,349,2340,2015
1987,VASAI,MAHARASHTRA,22,28,7,7.3,605,1548,2015
1989,"MSW SITE, TALOJA,
RAIGAD",MAHARASHTRA,26,30,8,7.8,90,107,2015
1992,"DUG WELL WATER,
MOSHI",MAHARASHTRA,36,36,8,7.7,134,134,2015
1993,"PHAARPUR,
GANGAPUR,
AURANGABAD",MAHARASHTRA,21,37,8,8.1,114,1471,2015
1994,"TPS-DURGAPUR,
CHARAPUR",MAHARASHTRA,27,27,8,8,269,269,2015
1995,"KHAPERKHEDA,
NAGPUR",MAHARASHTRA,,,8,8,787,787,2015
1996,"KORADI, NAGPUR",MAHARASHTRA,,,8,8,776,776,2015
1997,"RAIPUR, NAGPUR",MAHARASHTRA,38,38,9,8.7,804,804,2015
1999,SANGERA GOIA,MAHARASHTRA,28,28,8,8,440,440,2015
2000,"BHAEWARI,
NAGPUR",MAHARASHTRA,,,8,7.9,1648,1648,2015
2001,"SUKALI, AMRAVATI",MAHARASHTRA,23,24,8,8,509,1210,2015
2003,"SAWARGAON,
YAVATMAL",MAHARASHTRA,25,25,8,8,276,276,2015
2004,"PARVATI IL.
ESTATE, YADRAV,
SHIROL",MAHARASHTRA,,,8,7.8,655,1730,2015
2005,"KHANJIRENAGAR,
ICHALKARANJI",MAHARASHTRA,,,7,7.8,1674,3130,2015
2006,"MIDC, SHINOLI,
CHEGAD",MAHARASHTRA,,,8,7.8,525,2430,2015
2007,"SAVALI, SANGLI",MAHARASHTRA,16,20,7,7.2,870,5680,2015
2008,"RASULWADI-SAMBARWADI,
SANGLI",MAHARASHTRA,16,20,7,7.3,2120,2203,2015
2200,"BORE WELL AT
KATPUR, NEAR Z.P
SCHOOL.",MAHARASHTRA,21,38,8,8.1,350,920,2015
2201,"DUG WELL AT
RANJANGAON.",MAHARASHTRA,21,32,8,8.2,940,1413,2015
2202,"DUG WELL AT
GHANE KUNT,
NEAR AWASTHI,
OWNED BY SHRI
RAJERA AMRE",MAHARASHTRA,23,25,7,7.8,126,160,2015
2204,"GROUND WATER
OPEN WELL AT
GUNJALWADI",MAHARASHTRA,22,28,8,8,2.9,1872,2015
2819,"DUG WELL OWNED
BY SHRI
DESHMUKH,
MALEGAON,
BARAMATI, PUNE",MAHARASHTRA,28,29,8,8,5645,6723,2015
2820,"DUG WELL WATER
AT SANASWADI OF
SHRI SHIVAJI
SANKAR DAREKAR,
SHIRUR, PUNE.",MAHARASHTRA,24,30,7,8.6,371,1274,2015
2821,"BORE WELL AT
BALE RAILWAY
STATION
PREMISES OWNED
BY SHRI DIGAMBAR
JOSHI, DAHEGAON,
NORTH SOLAPUR",MAHARASHTRA,28,28,8,7.6,968,968,2015
2822,"BORE WELL NEAR
CHINCHOLI,
MOHOL, SOLAPUR",MAHARASHTRA,28,28,7,7.4,3755,3755,2015
2823,"BORE WELL AT
SHETE VASTI NEAR
OLD TULJAPUR
ROA, TULJPUR
NAKA, SOLAPUR",MAHARASHTRA,28,28,8,7.5,3652,3652,2015
2825,"BORE WELL AT
WAHEGAON NEAR
ZILLA PARISHET
SCHOOL, PAITHAN,
AURANGABAD",MAHARASHTRA,21,21,8,8.3,1213,1213,2015
2829,"BORE WELL AT
MIDC SHIROLI
NEAR M/S
PRATIBHA
ENTERPRISES,
HATKANANGALE,
KOLHAPUR",MAHARASHTRA,,,8,7.9,110,607,2015
2830,"BORE WELL AT
MIDC GOKUL-SHIRGAON,
KARVIR,
KOLHAPUR",MAHARASHTRA,,,8,7.8,1492,1760,2015
2831,"DUG WELL AT
SAKHARALI NEAR
MIDC ISLAMPUR
NEAR KRISHNA
MILK INDUSTRY,
WALWA, SANGLI",MAHARASHTRA,20,23,7,7.6,1029,1460,2015
2832,"DUG WELL NO-1 AT
BRAHMANWADI
ANJANWEL OWNED
BY SHRI VAIDYA,
GUHAGAR,
RATNAGIRI",MAHARASHTRA,23,23,7,8.1,343,360,2015
2833,"DUG WELL NO-1 AT
GROUND GRAM
PANCHAYAT AT
ARKETWADI NEAR
MASJID, KHED,
RATNAGIRI",MAHARASHTRA,23,23,7,7.1,118,6530,2015
2834,"DUG WELL NO-2 AT
ARKETWADI, KHED,
RATNAGIRI",MAHARASHTRA,23,23,7,7.3,168,6525,2015
2835,"DUG WELL NO-2
OWNED BY
GROUND GRAM
PANCHAYAT
BRAHMANWADI,
ANJANWEL,
GUHAGAR,
RATNAGIRI",MAHARASHTRA,23,23,7,8.1,161,197,2015
52,"WELL, SHRI RAO
PRAJAPATI WELL ,
M. P.",MADHYA PRADESH,21,30,7,8.4,190,480,2015
1618,"GROUND WATER
SAMPLING AT TWO
POINTS IN
INDUSTRIAL AREA
MALANPUR, M.P",MADHYA PRADESH,32,32,7,7.4,560,560,2015
1619,"GROUND WATER
SAMPLING AT TWO
POINTS INDUSTRIAL
AREA MALANPUR,
M.P",MADHYA PRADESH,29,29,7,7.1,1180,1180,2015
1897,"TUBE WELL AT
JAINABAD, NEAR
TAPTI RIVER
BRIDGE, PUMPING
STN. BURHANPUR,
M.P.",MADHYA PRADESH,24,29,7,7.2,197,1296,2015
2145,"MEHATWAS, NAGDA",MADHYA PRADESH,27,27,7,7.8,1830,2710,2015
2146,"BHAGATPURI
VILLAGE, NAGDA",MADHYA PRADESH,27,27,7,7.8,950,2160,2015
2148,"DOSIGAON, RATLAM",MADHYA PRADESH,,,8,8.2,4020,4020,2015
2149,"CULVERT ON A.B.
ROAD, MAKSI",MADHYA PRADESH,,,8,8.1,955,1370,2015
2150,"TRENCHING
GROUND, NEAR
GARDEN, DEV
GURADIYA ROAD,
IORE",MADHYA PRADESH,25,28,7,7.7,1247,1536,2015
2151,"TRENCHING
GROUND IN THE
PREMISES OF M/S
RISHABH MASALA
UDYOG, IORE",MADHYA PRADESH,25,28,7,7.6,1655,2414,2015
2152,"TRENCHING
GROUND IN THE
PREMISES OF M/S
LAKHANI FOOT",MADHYA PRADESH,25,28,7,7.3,1996,2404,2015
,"WEAR, IORE",,,,,,,,2015
3332,"TUBE WELL/ HA
PUMP AT
INDUSTRIAL AREA,
DEWAS",MADHYA PRADESH,24,24,8,8.1,1270,1350,2015
3338,"HA PUMP NEAR
PANCHAYAT
BHAWAN, VILLAGE
TINAWALI RAIRU",MADHYA PRADESH,34,34,8,7.6,840,840,2015
3339,"TUBE WELL/ HA
PUMP NEAR
MANGLIA
INDUSTRIAL AREA ,
IORE",MADHYA PRADESH,26,28,7,8,916,1265,2015
3341,"TUBE WELL AT
SECTOR-III,
PITHAMPUR
INDUSTRIAL AREA",MADHYA PRADESH,26,26,7,7.4,323,323,2015
3342,"BOREWELL WATER
AT VILLAGE
TARPUR, SECTOR-II,
PITHAMPUR,
INDUSTRIAL AREA",MADHYA PRADESH,26,28,8,7.7,466,466,2015
3344,"TUBEWELL AT IL
AREA, SHAHDOL",MADHYA PRADESH,22,33,7,7.8,522,761,2015
1634,"POLICE BAZAR,
SHILLONG, MEGHALAYA",MEGHALAYA,19,21,6,6.1,250,295,2015
1635,"MAWLAI, SHILLONG,
MEGHALAYA",MEGHALAYA,19,21,5,5.1,260,287,2015
1636,"INDUSTRIAL ESTATE,
BYRNIHAT, MEGHALAYA",MEGHALAYA,20,21,6,6.5,230,250,2015
